Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61337597,"The House Witch (The House Witch, #1)",Delemhach,"Delemhach, Delemhach",,"=""1039410243""","=""9781039410244""",0,4.10,Podium Publishing,Kindle Edition,658,2022,2022,,2024/01/19,to-read,to-read (#26),to-read,,,,0,0
13623150,"Destroy Me (Shatter Me, #1.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062208195""","=""9780062208194""",3,3.94,Harper,Kindle Edition,111,2012,2012,2024/01/05,2024/01/04,,,read,,,,1,0
13455782,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085506""","=""9780062085504""",4,3.84,HarperCollins,Paperback,338,2012,2011,2024/01/04,2023/05/23,,,read,,,,1,0
33532,Dracula,Bram Stoker,"Stoker, Bram",,"=""014062063X""","=""9780140620634""",0,4.02,Penguin Books,Paperback,449,1994,1897,,2023/03/03,to-read,to-read (#25),to-read,,,,0,0
60105524,Galatea,Madeline Miller,"Miller, Madeline",,"=""1526652064""","=""9781526652065""",3,3.93,Bloomsbury,Hardcover,56,2022,2013,2023/12/27,2023/12/27,,,read,,,,1,0
139391940,"The Pumpkin Spice Café (Dream Harbor, #1)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008610665""","=""9780008610661""",3,3.36,HarperCollins,Kindle Edition,376,2023,2023,2023/12/23,2023/09/19,,,read,Stardew Valley X Gilmore Girls in a book,,,1,0
54626426,"A Game of Fate (Hades Saga, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",3,3.97,,ebook,379,2020,2020,2023/12/21,2023/12/11,,,read,,,,1,0
58545703,"Hooked (Never After, #1)",Emily McIntire,"McIntire, Emily",,"=""173750832X""","=""9781737508328""",3,3.77,"McIntire Publishing, Co.",Kindle Edition,312,2021,2021,2023/12/07,2023/11/29,,,read,,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",4,4.43,Simon & Schuster,ebook,320,2022,2022,2023/11/29,2023/11/08,,,read,,,,1,0
57917042,"Anatomy: A Love Story (The Anatomy Duology, #1)",Dana Schwartz,"Schwartz, Dana",,"=""""","=""""",5,3.84,Wednesday Books,Hardcover,338,2022,2022,2023/11/28,2023/09/25,,,read,"I'm so in love with this book! The dark academia vibes, the historical setting, the empowering female main character! I was hooked, even through my lack of time to read. And since I visited Edinburgh recently, reading about familiar places made it even better. I felt like I was back there as I went through the story. <br/><br/>Hazel Sinnett, our fearless protagonist, dreams of being a surgeon more than getting married. After getting barred from medical lectures for her gender, she strikes a deal with renowned surgeon Dr. Beecham: pass a medical exam to continue her career. Without formal lessons, Hazel needs corpses, and Jack, a grave-digger, fits the bill. However, they face more than anatomical challenges—mysterious disappearances and a resurgent Roman Fever. <br/><br/>The love story was just right – not too over the top, which made it all the more powerful. It's a forbidden love/Rich vs poor/ unequal social status trope book. Which I wouldn't normally go for but I enjoyed it so much! <br/><br/>The last few chapters were tensive, I was glued to the pages. And that ending? It had me yelling! Now I'm itching to grab the second novel ASAP. <br/><br/>This book is a must-read, blending history, empowerment, and a story that grabs you and won't let go.",,,1,0
17571527,My Neighbor Totoro: The Novel,Tsugiko Kubo,"Kubo, Tsugiko",Hayao Miyazaki,"=""1421561204""","=""9781421561202""",4,4.41,VIZ Media LLC,Hardcover,244,2013,1988,2023/11/15,2023/08/13,,,read,,,,1,0
23371451,"Gobbolino, the Witch's Cat",Ursula Moray Williams,"Williams, Ursula Moray",,"=""""","=""""",4,4.12,(Penguin Group) Puffin Books ,Paperback,216,2014,1942,2023/10/29,2023/10/29,,,read,"I picked up “Gobbolino the Witch’s Cat” because the cover was so cute, and the title had me at “witch’s cat.” I mean, anything involving cats and witchy vibes gets me immediately, especially with Halloween being do close. This book is a short and sweet read, perfect for a quick read between heavier books.<br/><br/>Considering it’s geared toward kids, I chose not to judge the book too harshly and instead enjoy Gobbolino’s adventure for what it was. Yes, it might be a bit repetitive at times, and the moral of the story might not be groundbreaking, but that wasn’t the point for me. What mattered was the heartwarming tale of a cat seeking his forever home. Sometimes, that’s all you need from a book. <br/><br/>Gobbolino stole my heart. If I could, I’d adopt him in a heartbeat! ",,,1,0
62797985,"Belladonna (Belladonna, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""1529367263""","=""9781529367263""",4,3.94,Hodder Paperbacks,Paperback,416,2023,2022,2023/10/20,2023/10/12,,,read,"I was immediately drawn into the enchanting world of dark academia, and this book felt like the perfect read for those cozy autumn days. ",,,1,1
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250268397""","=""9781250268396""",0,4.06,Flatiron Books,Hardcover,408,2021,2021,,2023/10/19,to-read,to-read (#24),to-read,,,,0,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.97,Flatiron Books,Hardcover,407,2017,2016,,2023/10/19,to-read,to-read (#23),to-read,,,,0,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",5,4.63,Bloomsbury Publishing,Paperback,626,2020,2016,2023/03/16,2023/02/19,,,read,,,,1,0
59780078,"A Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1526635364""","=""9781526635365""",5,4.45,Bloomsbury Publishing,Paperback,751,2022,2021,2023/05/29,2023/02/19,,,read,,,,1,0
61425008,"Murder at the Bookstore (The Bookstore Mystery, #1)",Sue Minix,"Minix, Sue",,"=""0008584621""","=""9780008584627""",3,3.26,Avon,Paperback,326,2023,2023,2023/10/12,2023/10/06,,,read,"I stumbled upon ""Murder at the Bookstore"" during one of my usual ""I should really stop buying more books"" strolls in the local bookstore. It wasn't hard to notice with its cute cover – a bookstore, a murder, and a cat? Sold!<br/><br/>Our main character is a budding author who's supposed to be working on her second book after a debut that hit big. But what's she doing instead? Battling the mother of all writer's blocks while getting involved in the investigation of the sudden death of her friend, the bookstore owner she saw every day. Throughout the story, she references the main characters of her book and wonders what they would do in the situations she's currently in, which is a nice touch.<br/><br/>The 'bad' relationship with her mom was so random, I kept thinking, ""Is this relevant? Will it tie into the murder?"" Nah, it doesn't. But hey, in the end, they miraculously go from endless bickering to one big happy family. All's well that ends well, I guess.<br/><br/>The story did pick up in the last 100 pages as we got closer to finding out whodunit. And what do you know, it's the exact person I guessed it would be in the first few pages. I kept hoping for a big plot twist I didn't see coming, but alas!<br/><br/>A heads-up: this book gets pretty graphic towards the end, which was unexpected given its cozy, autumn-mystery vibes. So, be warned if you're not into the gory stuff!<br/><br/>Conclusion: It was predictable but overall an entertaining read and a cute book.",,,1,1
57001669,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""""","=""""",5,4.08, Jimmy Patterson,Kindle Edition,449,2021,2021,2023/09/30,2023/09/27,,,read,"Omg.. This book, let me tell you, when I thought the first book of this series had me in a chokehold, I was wrong. Kingdom of the Cursed is the second book in the series and it gripped me into it's world even harder than the first. I mean, I could practically hear the hooves of Emilia's horse pounding the ground in certain scenes, like i was there. This series has seriously grown up – it's gone from YA to NA, and you can feel it from as early as chapter 2 ",,,1,1
58470171,"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316342084""","=""9780316342087""",5,3.85,"Little, Brown Books for Young Readers",Kindle Edition,417,2022,2022,2023/10/06,2023/09/27,,,read,So… this is the end of the series… what do I do now? ,,,1,1
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",0,4.15,Wednesday Books,Hardcover,368,2023,2023,,2023/10/06,to-read,to-read (#22),to-read,,,,0,0
89144437,The Spirit Bares Its Teeth,Andrew Joseph White,"White, Andrew Joseph",,"=""1682636186""","=""9781682636183""",0,4.45,Peachtree Teen,Kindle Edition,399,2023,2023,,2023/09/29,to-read,to-read (#21),to-read,,,,0,0
123209297,A Study in Drowning,Ava Reid,"Reid, Ava",,"=""""","=""""",0,3.70,Del Rey,Hardcover,384,2023,2023,,2023/09/29,to-read,to-read (#20),to-read,,,,0,0
61298799,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",0,4.04,Tor ,Kindle Edition,318,2022,2022,,2023/09/26,to-read,to-read (#19),to-read,,,,0,0
35380161,"The Summer I Turned Pretty (The Summer I Turned Pretty, #1)",Jenny Han,"Han, Jenny",,"=""""","=""""",0,3.74,Simon & Schuster Books For Young Readers,Paperback,276,2010,2009,,2023/09/26,to-read,to-read (#18),to-read,,,,0,0
60428607,Warrior of the Wild,Tricia Levenseller,"Levenseller, Tricia",,"=""1782693742""","=""9781782693741""",0,3.96,Pushkin Children's Books,Paperback,336,2023,2019,,2023/09/25,to-read,to-read (#17),to-read,,,,0,0
62056935,"Twisted Hate (Twisted, #3)",Ana Huang,"Huang, Ana",,"=""1728274885""","=""9781728274881""",3,3.94,Bloom,Paperback,500,2022,2022,2023/09/20,2023/02/19,,,read,"What to expect:<br/>Enemies to Lovers<br/>Best Friend's Brother<br/>Forced Proximity<br/><br/>I'm really torn about this one. The beginning was so promising. I just loved Josh and Jules together, the tension, the banter and the spice!",,,1,0
61782599,"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",1,3.92,Atria Books,Kindle Edition,176,2022,2013,2023/09/21,2023/09/21,,,read,,,,1,0
60799683,"Twisted Games (Twisted, #2)",Ana Huang,"Huang, Ana",,"=""034943431X""","=""9780349434315""",2,4.08,Piatkus Books,Paperback,438,2022,2021,2023/08/28,2023/02/19,,,read,,,,1,0
60832996,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""0349434271""","=""9780349434278""",2,3.71,Piatkus Books,Paperback,359,2022,2021,2023/08/24,2023/02/19,,,read,,,,1,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1408883457""","=""9781408883457""",0,4.17,Bloomsbury Publishing,ebook,848,2019,2019,,2023/09/19,to-read,to-read (#16),to-read,,,,0,0
35216509,"They Both Die at the End (Death-Cast, #1)",Adam Silvera,"Silvera, Adam",,"=""1471166201""","=""9781471166204""",3,3.75,Simon & Schuster,Paperback,373,2017,2017,2023/08/15,2023/04/11,,,read,,,,1,0
60418245,The First to Die at the End,Adam Silvera,"Silvera, Adam",,"=""""","=""""",4,4.00,Simon & Schuster Children's UK,Kindle Edition,570,2022,2022,2023/09/19,2023/09/11,,,read,,,,1,0
66269953,"Before We Say Goodbye (Before the Coffee Gets Cold, #4)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""0369747305""","=""9780369747303""",0,3.91,Hanover Square Press,ebook,173,2023,2021,,2023/09/12,to-read,to-read (#15),to-read,,,,0,0
62982904,"An Optimist's Guide to Heartbreak (Heartsong, #1)",Jennifer Hartmann,"Hartmann, Jennifer",,"=""""","=""""",4,4.16,,Kindle Edition,294,2023,2023,2023/02/06,2023/01/25,,,read,,,,1,0
61095754,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",3,3.79,Washington Square Press,Paperback,333,2015,2015,2023/03/05,2023/02/27,,,read,,,,1,0
8525590,"Wither (The Chemical Garden, #1)",Lauren DeStefano,"DeStefano, Lauren",,"=""1442409053""","=""9781442409057""",2,3.80,Simon & Schuster Books for Young Readers,Hardcover,358,2011,2011,2022/10/25,2022/12/27,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.39,Atria Books,Hardcover,389,2017,2017,2023/02/20,2023/02/02,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",4,4.15,Bloomsbury Publishing,Paperback,419,2020,2015,2023/02/27,2023/01/31,,,read,,,,1,0
13646335,Persuasion,Jane Austen,"Austen, Jane",,"=""0141198834""","=""9780141198835""",3,4.15,Penguin Books,Paperback,256,2012,1817,2023/08/13,2023/07/18,,,read,,,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",3,3.65,Picador,Paperback,213,2019,2015,2023/08/18,2023/03/01,,,read,,,,1,0
33505285,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0008228566""","=""9780008228569""",0,4.45,HARPER COLLINS,Hardcover,896,2015,1996,,2023/02/08,to-read,to-read (#2),to-read,,,,0,0
36863725,Animal Farm,George Orwell,"Orwell, George",,"=""0241341663""","=""9780241341667""",0,4.02,Penguin Classic,Paperback,90,2018,1945,,2023/08/13,to-read,to-read (#14),to-read,,,,0,0
61434791,"Twisted (Never After, #4)",Emily McIntire,"McIntire, Emily",,"=""""","=""9798985138085""",0,3.85,Emily McIntire,Kindle Edition,366,2023,2023,,2023/08/13,to-read,to-read (#14),to-read,,,,0,0
40532772,The Call of the Wild,Jack London,"London, Jack",,"=""0241341507""","=""9780241341506""",0,3.92,Penguin,Kindle Edition,149,2018,1903,,2023/08/13,to-read,to-read (#14),to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.28,Electric Monkey,Paperback,433,2019,2019,,2023/03/19,to-read,to-read (#7),to-read,,,,0,0
36157052,"De zeven zussen (De zeven zussen, #1)",Lucinda Riley,"Riley, Lucinda","Dieuwke van der Veen, Erica Disco","=""""","=""""",3,4.20,Xander,Paperback,569,2017,2014,2023/07/21,2023/07/18,,,read,,,,1,0
123175662,"King's Bride (Chronicles of Urn, #1)",Beck Michaels,"Michaels, Beck",,"=""""","=""""",0,3.80,Pluma Press,Hardcover,417,2023,2023,,2023/07/17,to-read,to-read (#13),to-read,,,,0,0
63490073,Icebreaker,Hannah  Grace,"Grace, Hannah",,"=""""","=""""",2,3.73,Atria Books,Kindle Edition,447,2022,2022,2023/07/09,2023/06/26,,,read,,,,1,0
21290035,"The Struggle (The Vampire Diaries, #2)",L.J. Smith,"Smith, L.J.",,"=""""","=""""",2,3.44,Hodder Children's Books,Kindle Edition,308,2013,1991,2023/06/26,2023/06/24,,,read,,,,1,0
22586400,"The Awakening (The Vampire Diaries, #1)",L.J. Smith,"Smith, L.J.",,"=""""","=""""",1,3.32,,ebook,221,1991,1991,2023/06/24,2023/06/18,,,read,,,,1,0
52768573,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""1471407594""","=""9781471407598""",5,4.33,Hot Key Books,Paperback,305,2020,2019,2023/06/18,2023/06/17,,,read,,,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",4,4.27,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2023/06/17,2023/06/13,,,read,,,,1,0
123177582,De eerlijke vinder,Lize Spit,"Spit, Lize",,"=""9059656784""","=""9789059656789""",1,3.62,CPNB,Hardcover,96,2023,2023,2023/04/01,2023/04/01,,,read,,,,1,0
23352450,The Guest Cat,Takashi Hiraide,"Hiraide, Takashi",Eric Selland,"=""1447279409""","=""9781447279402""",3,3.55,Picador,Paperback,140,2014,2001,2023/06/10,2023/06/10,,,read,,,,1,0
58763686,"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",3,3.94,,Kindle Edition,629,2021,2021,2023/06/15,2023/06/06,,,read,,,,1,0
37772713,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""1471407039""","=""9781471407031""",3,4.00,Hot Key Books,Paperback,370,2018,2018,2023/06/10,2023/02/02,,,read,,,,1,0
60626843,"Eternally Damned (Shallow Cove Dimensions, #1)",January Rayne,"Rayne, January",,"=""""","=""""",0,3.74,Raining Romance LLC,Kindle Edition,370,2022,2022,,2023/06/09,to-read,to-read (#12),to-read,,,,0,0
54468020,Several People Are Typing,Calvin Kasulke,"Kasulke, Calvin",,"=""""","=""""",1,3.61,Doubleday,ebook,256,2021,2021,2023/06/03,2023/04/27,,,read,,,,1,0
56269205,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,"Kristoff, Jay",Bon Orthwick,"=""1250245281""","=""9781250245281""",0,4.33,St. Martin's Press,Hardcover,739,2021,2021,,2023/06/01,to-read,to-read (#11),to-read,,,,0,0
32887579,"One of Us Is Lying (One of Us Is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",3,3.91,Penguin Books Ltd,Paperback,360,2017,2017,2023/04/10,2023/04/01,,,read,,,,1,0
54659771,"Neon Gods (Dark Olympus, #1)",Katee Robert,"Robert, Katee",,"=""1728231736""","=""9781728231730""",0,3.68,Sourcebooks Casablanca,Paperback,380,2021,2021,,2023/05/23,to-read,to-read (#10),to-read,,,,0,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",4,4.46,Bloomsbury Publishing,Paperback,699,2020,2017,2023/05/11,2023/02/19,,,read,,,,1,0
53119239,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1526617188""","=""9781526617187""",3,3.71,Bloomsbury Publishing,Paperback,233,2020,2018,2023/05/16,2023/02/19,,,read,,,,1,0
54954624,The Cat and The City,Nick  Bradley,"Bradley, Nick",,"=""1786499916""","=""9781786499912""",0,3.74,Atlantic Books,Paperback,304,2021,2020,,2023/04/27,to-read,to-read (#9),to-read,,,,0,0
45484397,"The Deal (Off-Campus, #1)",Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",0,4.20,Bloom Books,Paperback,360,2015,2015,,2023/04/12,to-read,to-read (#8),to-read,,,,0,0
34728079,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""""","=""""",0,4.33,Transworld Digital,Kindle Edition,238,2017,2012,,2023/03/03,to-read,to-read (#6),to-read,,,,0,0
61223213,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",0,4.11,Vintage Digital,Kindle Edition,383,2022,2022,,2023/03/03,to-read,to-read (#5),to-read,,,,0,0
58666307,Daughter of the Moon Goddess (The Celestial Kingdom Duology #1),Sue Lynn Tan,"Tan, Sue Lynn",,"=""0008479291""","=""9780008479299""",0,4.06,HarperVoyager ,Hardcover,503,2022,2022,,2023/03/03,to-read,to-read (#4),to-read,,,,0,0
39964740,The Binding,Bridget Collins,"Collins, Bridget",,"=""0008272115""","=""9780008272111""",0,3.85,The Borough Press,Hardcover,437,2019,2019,,2023/03/02,to-read,to-read (#3),to-read,,,,0,0
62982917,"A Pessimist's Guide to Love (Heartsong, #2)",Jennifer Hartmann,"Hartmann, Jennifer",,"=""""","=""""",3,4.00,,Kindle Edition,311,2023,2023,2023/02/16,2023/01/25,,,read,,,,1,0
22557520,"After (After, #1)",Anna Todd,"Todd, Anna",,"=""1476792488""","=""9781476792484""",0,3.72,Gallery Books,Paperback,582,2014,2014,,2023/02/07,to-read,to-read (#1),to-read,,,,0,0
35702241,"The Shadows Between Us (The Stathos Sisters, #1)",Tricia Levenseller,"Levenseller, Tricia",,"=""1250189969""","=""9781250189967""",3,3.81,Feiwel and Friends,Hardcover,326,2020,2020,2023/01/04,2023/01/03,,,read,,,,1,0
74045390,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,"=""1737507714""","=""9781737507710""",3,3.80,Bloom Books,Paperback,448,2022,2021,2023/02/03,2023/01/25,,,read,,,,1,0
23546634,"The Way I Used to Be (The Way I Used to Be, #1)",Amber   Smith,"Smith, Amber",,"=""""","=""""",3,4.14,Margaret K. McElderry Books,Kindle Edition,385,2016,2016,2023/01/03,2023/01/01,,,read,,,,1,0
58815170,"The Cat Who Saved Books (The Cat Who..., #1)",Sōsuke Natsukawa,"Natsukawa, Sōsuke",Louise Heal Kawai,"=""1529052106""","=""9781529052107""",4,3.71,Picador ,Paperback,220,2021,2017,2023/01/25,2023/01/20,,,read,,,,1,0
51035594,The Do-Over,Lynn Painter,"Painter, Lynn",,"=""""","=""""",4,3.91,Simon Pulse,Hardcover,304,2022,2022,2023/01/19,2023/01/18,,,read,,,,1,0
55215339,"A Touch of Darkness (Hades x Persephone, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",4,3.80,Scarlett St. Clair,Kindle Edition,379,2020,2019,2023/01/18,2023/01/10,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",2,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,2023/01/10,2023/01/05,,,read,,,,1,0
32316425,"A Kingdom of Dreams  (Westmoreland, #1)",Judith McNaught,"McNaught, Judith",,"=""1501145487""","=""9781501145483""",4,4.20,Pocket Books,Kindle Edition,468,2016,1989,2022/12/31,2022/12/29,,,read,,,,1,0
11112619,"Fever (The Chemical Garden, #2)",Lauren DeStefano,"DeStefano, Lauren",,"=""144240907X""","=""9781442409071""",1,3.78,Simon & Schuster Children's Publishing,Hardcover,341,2012,2012,2022/10/29,2022/12/27,,,read,,,,1,0
1025178,The Sleeping Beauty,Jacqueline Navin,"Navin, Jacqueline",,"=""0373291787""","=""9780373291786""",3,3.17,Harlequin,Mass Market Paperback,304,2006,2001,2022/10/22,2022/12/27,,,read,,,,1,0
12383869,"Sever (The Chemical Garden, #3)",Lauren DeStefano,"DeStefano, Lauren",,"=""1442409096""","=""9781442409095""",2,3.78,Simon & Schuster Books For Young Readers,Hardcover,371,2013,2013,2022/11/29,2022/12/27,,,read,,,,1,0
